UniProtKB,SET1_DPY7.NES.GFP,SET2_DPY7.NES.GFP,SET3_DPY7.NES.GFP,SET1_DPY7.NLS.GFP,SET2_DPY7.NLS.GFP,SET3_DPY7.NLS.GFP,SET1_DPY7.NLS.NES,SET2_DPY7.NLS.NES,SET3_DPY7.NLS.NES,SET1_MYO2.NES.GFP,SET2_MYO2.NES.GFP,SET3_MYO2.NES.GFP,SET1_MYO2.NLS.GFP,SET2_MYO2.NLS.GFP,SET3_MYO2.NLS.GFP,SET1_MYO2.NLS.NES,SET2_MYO2.NLS.NES,SET3_MYO2.NLS.NES,SET1_MYO3.NES.GFP,SET2_MYO3.NES.GFP,SET3_MYO3.NES.GFP,SET1_MYO3.NLS.GFP,SET2_MYO3.NLS.GFP,SET3_MYO3.NLS.GFP,SET1_MYO3.NLS.NES,SET2_MYO3.NLS.NES,SET3_MYO3.NLS.NES,SET1_SPP5.NES.GFP,SET2_SPP5.NES.GFP,SET3_SPP5.NES.GFP,SET1_SPP5.NLS.GFP,SET2_SPP5.NLS.GFP,SET3_SPP5.NLS.GFP,SET1_SPP5.NLS.NES,SET2_SPP5.NLS.NES,SET3_SPP5.NLS.NES,Epidermis_cytoplasm,Epidermis_nucleus,Pharyngeal.muscle_cytoplasm,Pharyngeal.muscle_nucleus,Body.wall.muscle_cytoplasm,Body.wall.muscle_nucleus,Intestine_cytoplasm,Intestine_nucleus,Compartment.specific,Tissue.specific
O45622,4.85022,4.0539,4.55945,1.89299,4.7624,4.62937,-1.471860098,-0.89766215,-1.480565273,3.86954,2.12163,1.87991,1.08333,0.809757,0.294858,-0.333010419,-0.48846005,-0.621857,3.07151,3.1181,2.43275,1.5201,1.43146,1.03333,-0.904143766,-0.736328839,-0.800540867,4.92489,4.52723,3.24484,2.28336,4.63482,0.862784,-1.269973837,-0.79425511,-1.579126549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Cytoplasm specific,NA
G5EES2,4.41822,4.99898,4.63299,1.39165,0,1.0959,-1.304510098,-1.35379215,-1.353615273,1.52168,2.01093,1.53371,0.392428,0.372089,0.243277,-0.278430419,-0.61890005,-0.599427,2.73295,2.99358,1.399,0.119625,0.748269,-0.247837,-0.982553766,-0.762618839,-0.876090867,5.3922,6.16099,5.27761,2.69684,3.67769,3.06916,-1.175363837,-1.10738511,-1.012556549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,Cytoplasm specific,NA
Q7YTU4,0.824197,0,1.04051,0,0,0,0.137919902,0,0.557975727,2.62671,0.530915,0,0,-0.0743715,0,0,0.50364695,0,4.5486,0.766104,0.220867,0,1.27294,-2.31191,0.144249234,0.557395161,-0.705740867,0,1.8408,0,0,0,0,0,-0.41306511,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
O62431,3.32266,2.94673,2.83318,2.09928,2.09794,1.22103,0.239329902,0.62139385,0.016634727,1.25871,0.979056,0.812992,1.28201,0.456482,-0.34276,0.667104581,0.20820495,0.101756,1.90092,1.58519,0.872967,1.02427,1.08577,-0.104003,0.119527234,0.251964161,-0.175651867,3.28293,2.98088,2.2567,1.5662,1.30896,0.97354,-0.017033837,0.48465489,-0.265266549,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
O76835,-0.521896,1.62896,2.03063,0,0,0,-0.029580098,0.03067785,-0.866715273,0,0,0.891206,0,0,-4.76283,-0.003813419,0,0.411161,2.65131,0.905898,1.39232,0,0,0,-0.536673766,-0.689308839,-0.528250867,4.93541,2.69732,2.39561,0,0,0,-1.292143837,-0.63261511,-1.163756549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
G5EF03,0,0,0,0,0,2.47103,0,0,3.524794727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4121,0,0,2.048499133,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
G5EC05,0,0,2.26997,0,0,2.96986,0,0,1.327839427,0,0,0,0,0,4.47326,0,0,0,0,0,0,0,0,1.27596,0,0,0,0,0,0,0,3.69418,1.47442,0,0,1.739591451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Nucleus specific,NA
Q8WQA4,5.01073,4.09555,3.46832,3.71276,0.938488,3.23315,-0.410020098,-0.17625215,-0.175395273,3.43946,3.53776,0.970551,0,0,0,0.090534581,0.58355495,-0.409727,2.85201,0,0.65875,0,0,0,0,0,0.042123133,0.943551,0,1.61633,0,0,0,-0.013943837,0,-0.037206549,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q20084,4.3299,2.02597,0.0569149,3.80088,0,2.32522,1.428893902,0.18539785,1.258807767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Nucleus specific,Epidermis specific
O45405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4836,0,0,2.50102,0,0,-0.021691839,0,0,4.98651,5.98217,0,0,0,0,-0.18468511,-1.153206549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q95Q35,0,3.16569,1.92991,0,0,0,0,0.08619785,-0.136865273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16685,4.18817,3.41356,0,0,0,-2.070873837,2.29795259,0.406839451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9XXD2,4.41508,0,0,2.19354,0,0,0.714112902,0,0,3.18186,-1.47462,0,0.821475,-0.24608,0,-0.378890419,0,0,0,0,0,1.71072,0,0,0.423885234,0,0,0.491132,3.59529,-0.203907,3.5824,0,1.7158,0.540276163,4.65728489,0.621578451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA
Q95XD0,4.12382,2.17136,0.594033,4.68422,0,-0.144969,0.619489902,0.25835785,1.147037727,-0.180789,0.675456,0.456815,1.82997,0,-4.44958,0.612723581,-3.63882005,0.245953,1.69026,0,0.0520783,2.18788,0,-4.13834,1.035654134,0,-1.227380867,4.73984,1.51715,1.75306,5.07981,0,1.54872,1.055698163,1.25035289,1.103090221,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Nucleus specific,NA
Q93830,0,3.33164,2.77941,0,0,0,0,0.09743785,0.427091727,0,0.35928,0,0,-0.13064,0,0,0.20376895,0,0,0,0,0,0.595145,1.02856,0,0.807283161,1.144759133,3.30229,2.8032,1.79299,0,0,0,0.666336163,1.16565489,0.723472451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q9N4P9,0,3.17036,0,0,0,0,0,1.01439485,0,0,1.96049,0,0,0,0,0,-0.26604005,0,0,1.44859,0,0,0,0,0,0.919071061,0,-0.33758,2.84682,2.13339,0,0,0,0,1.51877189,0.471018451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q95QG7,0,1.54825,0,0,0,0,0,1.04952885,0,0,0,0,0,0,0,0,0,0,0,0.178794,0,0,0,0,0,0.200888161,0,4.62611,1.66852,0,0,0,0,0.461656163,1.49296089,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q20128,0,0,4.4207,3.90297,0,0,0.156479902,0,0.894115727,0,0,0,0,0,0,0,0,0,0,0,0,1.83379,0,0,2.053096234,0,0,0,3.56217,0,4.69031,0,3.89398,1.491105163,0.69358489,6.451983451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Nucleus specific,NA
Q19093,0,0,5.26476,0,0,0,0,0,-4.819435273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.896024,0,0,0,0,0,-1.77393511,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
A0A2K5ATU7,0,3.4503,0,0,2.69016,0,0,0.24809785,0,0,0,0,0,0,0,0,0.58137595,0,0,0,0,0,0,0,0,0,0,4.40936,4.38466,3.71968,0,3.65489,0,0.084166163,0.13215489,-1.323356549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
S6EZL6,2.92088,1.33115,2.05867,1.96266,3.29284,4.13503,0.768259902,1.13310285,0.213724727,0,0.577559,1.17479,0,1.48985,0,0,0.64463495,0.037894,-0.149011,2.86641,1.20353,0,0,-1.13869,0.537423234,0.187768161,-1.535470867,1.48405,4.22889,1.9617,0,0,0,0.251036163,0.11430489,-0.615896549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
P40614,2.68369,3.03247,2.4891,1.35162,1.87205,1.42218,0.167809902,0.22664785,0.220754727,1.15369,1.16258,0.710703,0.737635,0.265203,0.0810743,0.379058581,0.08106395,0.192867,1.35113,1.66639,0.752176,0.661562,0.989236,0.327905,0.229479234,0.305466161,0.236784133,2.86028,2.99936,2.0277,1.43212,1.08155,1.16833,0.146286163,0.39451489,0.221877451,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
P34384,0,0,2.57538,0,0,0,0,0,-1.322245273,0,0,0,0,0,0,0,0,0,0,3.1941,0,0,0,0,0,-1.151228839,0,3.08011,0.456456,0,0,0,0,-0.233333837,-0.03246511,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q19107,5.44126,1.03481,3.02367,0,0,0,-0.244760098,2.64637785,0.232624727,4.89417,0,1.45956,0,0,0,-1.027720419,0,-0.483577,2.92678,2.06781,1.34738,0,0,0,-0.701643766,1.628512161,-1.264570867,4.45007,1.9487,2.59122,0,0,0,-1.951373837,-1.38904511,-0.531516549,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
G5EC96,0,-4.03962,0,-0.857497,-1.83099,0,0,0,0,-0.243727,-2.48154,0,0.887871,-2.41908,0,1.870999581,0,0,-0.87228,-2.10216,0,0.540076,-1.94265,0,2.294896234,1.522147161,0,0,0.0917823,0,0,-3.89879,0,0,2.08123689,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
O01314,5.08532,4.34948,4.70163,0,4.31448,0,0.520299902,0.04428785,-0.512105273,0,0,0,0,0,0,0,0,0,0,1.66979,0,0,0,0,0,-0.374618839,0,4.93421,5.39147,0,0,0,0,-2.237273837,-0.46509511,0.006623451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q95QM9,0,0,4.26665,0,0,3.46482,0,0,1.389609727,0,0,0,0,0,0,0,0,0,0,2.14874,0,0.851171,0,3.38089,1.034967734,0.885221661,0.466631133,1.08383,3.47721,2.96314,0,3.48705,4.93554,1.462653163,1.70201889,1.376343451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Nucleus specific,NA
Q9U3K7,4.18067,4.18909,3.79711,4.0176,4.96219,4.21068,1.928792902,1.41142835,2.260604727,2.9395,3.10585,2.13874,2.03025,3.13627,3.97853,0.124023581,0.27112695,1.170895,0,1.80371,0,2.62463,4.51279,2.07585,2.926476234,2.871011161,2.257049133,3.29178,3.77134,3.83413,0,0,3.65617,1.229674163,1.17821489,1.224113451,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,Nucleus specific,NA
Q19130,3.48943,3.15656,2.98571,1.76212,2.21766,1.64177,0.118339902,0.68811185,-0.194645273,1.43243,1.57361,1.02783,0.790711,1.31863,0.151569,0.403790581,0.64148895,0.108489,1.67291,1.96746,1.07348,0.723867,1.19305,0.0141963,-0.084423766,0.304067161,-0.185947867,2.7557,2.3969,2.06039,1.0005,0.402369,0.678268,0.481546163,0.61499489,-0.110496549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q19132,0,3.73403,0,0,0,0,0,-3.02967215,0,3.30704,1.8938,2.33706,0,0,1.02161,-0.349460419,0.46344895,-0.423317,4.39166,3.55967,2.78225,0.00655165,0,0,0.056011234,-0.753048839,-0.850560867,2.63883,3.73894,1.69527,0,0,0,-0.238653837,-1.51157511,-0.308116549,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q19133,4.15862,3.54796,3.50939,0,0,0,-1.813790098,-1.51588215,-1.010565273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67691,5.56011,4.27462,2.41019,4.96955,1.74508,-0.937873837,-0.86331511,-0.941316549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Cytoplasm specific,NA
P91223,0,-1.04153,4.2832,3.71873,0,3.22861,2.122383902,0.37056785,2.118096727,0,0,0,0,0,0,0,0,0,0,0,0,2.788,1.89757,2.9586,2.174306234,2.480261161,2.672689133,0,0.956854,3.98101,4.44807,4.41831,5.38481,2.309709163,2.81686689,2.757163451,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Nucleus specific,NA
Q09531,2.77401,2.62569,2.83569,1.83859,2.39487,1.30766,0.930571902,1.13089185,-0.083185273,0.521844,0.523613,0.224858,0.0600835,0.32126,-0.819573,0.469425581,0.59429995,0.044722,1.07171,1.6588,0.862119,0.481845,0.798599,-0.645291,0.403795234,0.159054161,-0.748700867,2.742,2.94245,2.3219,0.884047,0.614522,0.630259,0.118666163,0.06581489,-0.494176549,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q8WQF7,1.98635,-1.43749,0,0,0,0,-0.793480098,-0.87418215,0,0,0,0,0,0,0,0,0,0,0.562669,2.89758,0,0,0,0,-0.068323766,-0.237968839,0,2.59569,2.00464,2.84845,0,0,0,-0.663063837,-0.14961511,-0.660966549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
O62137,0,2.56278,3.05443,0,0,2.89279,0,0.86988685,0.974131727,1.53749,1.24246,0.989481,1.16176,0.784174,0,0.798341481,0.41167795,0.543693,0,1.78372,0,1.42788,0,0,0.454671234,-0.000126839,0,3.28753,3.09706,2.25934,0,1.94958,0,0.033066163,0.79036489,0.015673451,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q19188,2.50694,2.64183,0,0,0,0,-0.113540098,-0.13495215,0,0,0,1.39311,0.268769,0,0,0.514261581,0,0.21743,0,1.06431,0,0,2.98295,0,0,-0.524738839,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P49583,0,2.77684,0,4.20313,0,4.34704,2.668998902,1.57768385,3.084274727,0,2.79403,0,0,0,0,0,2.60977995,0,0,-0.449008,0,2.6463,4.48335,3.83883,2.679956234,2.466201161,2.361069133,4.82426,4.09216,2.09133,4.27719,4.68091,5.30084,2.758406163,2.61661389,3.228553451,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Nucleus specific,NA
P91240,4.3873,3.8601,3.59169,1.47826,2.01944,1.27714,-0.934360098,-0.81443215,-1.029115273,1.85754,1.59519,1.17189,0.996401,0.766142,-0.1538,0.041453581,-0.16591005,-0.375757,2.00307,1.74161,1.06217,1.34974,1.16136,-0.116049,0.156002234,0.077154161,0.035900133,3.88745,3.69809,3.22884,1.58214,0,1.23649,-0.549983837,-0.32631511,-0.489966549,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q22945,3.27881,2.41538,2.46692,1.46103,1.87931,1.87423,-0.022050098,0.73250085,0.369684727,1.3774,0.691825,0.497162,1.0863,0.316922,0.247426,0.481957581,0.39577195,0.7996617,1.41641,0.927556,0.356696,1.00179,0.191831,0.243573,0.483020234,0.523540161,0.545781133,2.76433,1.85588,-0.35344,0,0,-0.138195,0.487596163,1.01441489,0.734495451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q95ZW2,3.66669,1.93554,1.48909,1.41592,1.15493,1.09088,0.382189902,0.16946785,0.923764727,0,0.567538,-0.945636,0,0.591333,0,0,0.71581295,-0.062542,3.25819,0,0.405018,0,0,0,-2.320223766,0,-0.368480867,4.48545,2.8539,2.19428,2.08714,0.876641,-1.17057,0.305396163,0.12520489,0.086803451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q19210,0,-1.70153,1.9877,0,0,0,0,0,1.199009327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64893,2.75196,2.89773,0,0,0,-0.324933837,-0.52364511,0.057173451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q19211,0,0,2.83574,0,0,3.88939,0,0,1.286417627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4819,0,0,0,0,0,1.537351163,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q19237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21283,4.26418,0,0,0,0,0.02408489,0.005253451,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
O62146,0,0.97823,0.159944,0,0,-0.111951,0,0.99949085,0.689812727,0,0.0608985,0,0,-0.553437,0.403199,0,0.26153495,-3.948317,0,-0.299037,0,1.27374,-0.138018,0.184976,1.056795234,1.144516161,0.585867833,5.23687,4.62045,4.14276,0,0,1.12822,-1.089443837,-1.25631511,-1.697256549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
O44787,0,0,0,0,5.33821,0.907521,2.291138902,1.34430505,1.147885727,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42113,4.04006,0,1.823008161,2.308489133,5.20646,4.23962,0,5.3703,3.94641,2.72914,2.724506163,2.58696889,2.999893451,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q19259,4.66781,4.17486,4.61676,0,0,0,-0.848130098,-0.92282215,-1.228545273,0,1.95802,1.22817,0,0.551102,0,0,0.29614695,0.08709,0,3.61487,0,0,0,0,0.263229234,-0.487238839,0.520311133,4.47361,3.51219,3.27305,0,2.14665,0,-0.731893837,-0.90494511,-1.114676549,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q19265,0,4.11438,2.74635,0,0,0,0,-0.66467215,-1.653465273,0,0,0,0,0,0,0,0,0,0,2.20528,0,0,0,0,0,-0.564518839,0,4.75832,0,2.03797,0,0,0,-0.192033837,0,0.125904451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q19264,5.66119,4.24235,4.59973,0,0,0,-1.496390098,-1.67709215,-1.071955273,3.92828,3.02836,3.28142,0.896742,0,0,-1.739710419,-2.33005005,-2.255477,0,1.84879,0,0,0,0,0,-1.808958839,0,5.07051,4.99796,3.54701,0,0,0,-1.699713837,-1.74889511,-1.597116549,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q19257,5.05473,3.1509,-0.144265,0,0,0,-1.163010098,-1.75043215,-1.184525273,0,0,0,0,0,0,0,0,0,-0.0952339,0,0,0,0,0,-2.407373766,0,0,0,1.56811,1.78322,0,0,0,0,-0.99167511,-1.443476549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
P52057,3.8863,4.70196,4.93678,0,0,0,-0.925720098,-1.06025215,-3.372955273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89818,3.81395,5.60542,0,0,0,-0.030523837,-1.35303511,-0.491576549,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,NA
Q27492,4.48814,2.19817,0,2.52334,4.37217,0,1.207987902,1.02961785,-3.034405273,3.15344,0,1.08151,0,0,-1.58121,0,0,0.635873,2.72296,1.69108,0,2.24165,2.318,1.27584,1.099227234,0.646096161,1.427887133,4.12673,2.36372,1.91284,2.31009,3.79575,2.34692,0.958743163,1.76813089,1.859502451,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Nucleus specific,NA
Q19278,3.48276,2.70502,2.31889,1.72081,2.42694,1.66044,0.165159902,0.22392785,0.330679727,1.82668,1.20898,1.03655,1.5103,0.367557,-0.0076762,0.877601281,0.27366295,-0.083175,1.8049,1.42734,0.584531,1.53548,0.82984,-0.0166712,0.611434234,0.383189161,0.137866133,3.88189,2.90176,2.22906,1.99883,0.576215,0.956839,0.247556163,0.26792489,-0.063186549,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q19275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28321,4.34844,4.85028,0,0,0,-2.328273837,0.23840489,-2.146676549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Cytoplasm specific,Intestine specific
Q19276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93601,2.29987,0,0,1.07677,0,-1.250083766,0.060607161,0,3.68748,0,2.63507,0,0,0,-1.913193837,0,1.005937451,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
O17405,0,0,0,0,0,0,0,0,0,0,0,-0.133262,0,0,0,0,0,-0.426147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P34388,3.14149,2.12529,2.37735,0,1.27677,0.552635,0.119119902,0.42214285,0.258923727,3.77549,0.526564,1.04203,0.689646,-0.520952,0.183243,-1.342800419,0.14240895,0.356971,2.6887,0.352629,0.725585,0.940187,0.0700198,0,0.397010234,0.240732161,0.304686133,4.36534,2.23295,1.58105,0.584912,0.662562,0,0.424766163,0.74752489,0.039583451,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
A7LPJ5,5.20999,2.83523,2.91992,0,2.62805,0,0.119979902,0.41563585,-0.087145273,0,1.08126,0.959493,0,-0.177864,0,0,-0.07712005,-0.167317,2.81345,1.57815,0.904147,1.04734,1.66454,-0.832671,0.099294234,0.363749161,-0.608250867,5.26159,4.8835,4.35221,3.82061,4.00362,2.62351,-0.795093837,0.41599489,-0.811486549,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
Q09305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72679,2.41014,0,0,0,0,0.451506163,1.21758489,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
Q9U3K2,4.51406,3.203,0,0,1.75877,0,0.404439902,0.85784685,0,0,0,0,0,0,0,0,0,0,2.34696,0,0,1.97303,0,0,0.693010234,0,0,4.45923,0.132565,-2.79091,3.89247,0,0.121322,1.117987163,1.06208489,0.988284451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
P90829,0,2.15195,1.59641,0,2.28486,0,2.775419902,0.42604685,0.508318727,0,0,0.724494,0,0,0,0,0,0.35354,0,1.08963,1.22346,-2.44228,0,0,0,0.374591161,0.364442133,3.76198,3.87517,1.87226,0,0,0,1.976007163,0.56255489,0.338131451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
Q19293,0,0,3.21546,0,0,3.06028,0,0,1.398453727,0,0,0,0,0,0,0,0.55539895,0,0,0,0,0,0,1.85004,0,0,1.862169133,0,0,2.88042,0,0,2.86269,1.151202163,0,1.089410651,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q19297,0,0,0,0,0,0,0,0,0,0.158638,0,0,0,0,0,0.506621581,0,0,0,1.96762,-3.40208,0.721134,0,-1.04262,4.522536234,0.611422161,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
Q19302,5.59816,0.158687,2.16271,0,1.92212,0.821197,-3.802970098,0.67848885,0.777064727,2.66963,0.907838,0.756689,1.37967,0.144959,0.259078,-0.390850419,0.13855195,0.254844,2.16562,1.30775,0.565789,2.05529,0.799416,0.726312,0.658135234,0.615071161,0.722906933,4.09217,2.59785,1.96857,2.85384,0.923078,1.43011,0.641816163,1.10050489,0.643091451,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
P34398,1.80684,0,2.87688,-0.146824,0,3.36183,1.811891902,5.84343785,1.727045727,0,0,0,0,0,0,0,0,0,0,0,0,3.31873,0,0,1.518547234,0,0,3.08549,0,0,4.25509,0,2.57573,2.277762163,0,1.941952451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Nucleus specific,NA
Q19311,0,3.03231,2.66986,0,4.03259,0,-3.386580098,0.60910785,0.044674727,0,0.60033,0.623405,1.94708,0.266551,0,0.976613581,0.29489795,-0.039716,3.36484,1.28087,0.591335,1.2938,0,0,0.730973234,0.377698161,-0.179279867,5.02986,4.02818,4.28189,4.73785,2.40941,1.38287,-0.133833837,0.21985489,-0.492896549,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,NA
Q19323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10959,0,3.59951,0,0,0,0.036136163,0,-0.895916549,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,Intestine specific
Q93459,1.83274,2.85394,1.65368,1.56354,2.62379,1.4816,1.355244902,1.29980385,1.020851727,0.191001,0.9565,-0.0595637,0.000326637,1.04259,-0.594602,0.420873581,0.97704395,0.225251,0.412714,1.14324,0.313768,0.482017,1.10717,-0.722517,1.062654234,0.917232161,-0.387150867,2.49205,2.41708,1.05038,1.44481,1.14585,0.812553,0.860953163,0.93749489,0.938540451,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Nucleus specific,NA
Q9U3K1,2.90481,2.23104,3.23408,0,0,0,-0.266850098,1.29668985,0.339686727,0,0,0,0,0,0,0,0,0,0,1.5119,0.890687,0,0,0,0,0.313119161,-0.225476867,2.58571,2.17905,2.44057,0,0,0,0.483466163,2.19309339,0.360715451,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
Q95QL3,0,0,2.80701,0,1.73245,3.50687,0,0.69676285,2.058956727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48146,0,0,1.831419133,0,0,0,3.15289,0,3.62445,4.850376163,0,3.232463451,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Nucleus specific,NA
